report_id,case_id,timestamp,subject_person_id,subject_organization_id,observation,source,reliability,confidence
INTEL_00379,,2025-05-22 01:35:20,PERSON_1059,ORG_0158,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,medium,0.56
INTEL_00380,,2026-04-18 03:11:42,PERSON_0398,ORG_0188,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,high,0.83
INTEL_00381,,2026-01-21 20:27:19,PERSON_0886,ORG_0170,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,medium,0.53
INTEL_00382,,2024-10-17 11:03:55,PERSON_0149,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,medium,0.53
INTEL_00383,,2026-01-22 05:26:04,PERSON_0527,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,low,0.46
INTEL_00384,,2026-02-01 03:54:49,PERSON_1330,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,medium,0.69
INTEL_00385,,2024-09-13 01:46:26,PERSON_0550,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,high,0.77
INTEL_00386,,2026-04-21 00:12:15,PERSON_0254,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,medium,0.59
INTEL_00387,,2024-04-04 02:30:02,PERSON_0257,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,medium,0.54
INTEL_00388,,2024-02-04 15:00:00,PERSON_0063,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,medium,0.75
INTEL_00389,,2024-11-23 10:39:58,PERSON_1017,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,low,0.49
INTEL_00390,,2025-11-13 13:39:48,PERSON_0965,ORG_0207,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,high,0.92
INTEL_00391,,2026-02-12 00:37:38,PERSON_1202,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,medium,0.73
INTEL_00392,,2025-06-23 15:20:52,PERSON_1077,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,medium,0.66
INTEL_00393,,2025-11-13 20:07:57,PERSON_0150,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,low,0.44
INTEL_00394,,2026-05-30 01:20:15,PERSON_1423,ORG_0263,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,low,0.49
INTEL_00395,,2025-04-03 01:30:39,PERSON_1060,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,high,0.77
INTEL_00396,,2025-04-23 15:31:44,PERSON_0194,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,low,0.49
INTEL_00397,,2024-09-21 00:38:57,PERSON_0478,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,medium,0.73
INTEL_00398,,2025-01-22 20:37:41,PERSON_1021,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,low,0.49
INTEL_00399,,2025-08-30 19:37:26,PERSON_0112,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,low,0.32
INTEL_00400,,2025-02-19 19:49:22,PERSON_0227,ORG_0139,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,low,0.42
INTEL_00401,,2025-06-15 01:06:49,PERSON_0596,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,medium,0.62
INTEL_00402,,2025-10-15 23:58:26,PERSON_0616,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,high,0.83
INTEL_00403,,2025-06-02 07:27:54,PERSON_1174,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,high,0.83
INTEL_00404,,2026-02-28 19:03:19,PERSON_0201,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,low,0.3
INTEL_00405,,2024-10-25 17:45:09,PERSON_0796,ORG_0220,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,medium,0.57
INTEL_00406,,2024-08-04 16:35:19,PERSON_0192,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,high,0.85
INTEL_00407,,2024-05-01 23:17:55,PERSON_0671,ORG_0241,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,low,0.48
INTEL_00408,,2025-07-05 10:46:49,PERSON_0801,ORG_0262,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,low,0.4
INTEL_00409,,2024-02-21 22:49:47,PERSON_1133,ORG_0021,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,low,0.41
INTEL_00410,,2025-07-14 00:30:19,PERSON_1163,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,medium,0.64
INTEL_00411,,2025-12-20 11:21:34,PERSON_0588,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,medium,0.62
INTEL_00412,,2024-10-09 01:36:32,PERSON_1177,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,medium,0.52
INTEL_00413,,2026-03-23 03:35:53,PERSON_1254,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,medium,0.71
INTEL_00414,,2025-08-22 14:11:09,PERSON_0506,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,low,0.43
INTEL_00415,,2024-04-27 16:20:06,PERSON_0346,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,medium,0.54
INTEL_00416,,2024-03-28 01:32:34,PERSON_0111,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,low,0.48
INTEL_00417,,2024-09-25 10:21:21,PERSON_0820,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,low,0.4
INTEL_00418,,2024-11-02 02:19:00,PERSON_0972,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,low,0.34
INTEL_00419,,2026-02-08 09:13:57,PERSON_1193,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,low,0.37
INTEL_00420,,2024-10-03 09:19:17,PERSON_1053,ORG_0260,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,medium,0.61
INTEL_00421,,2025-04-27 17:39:54,PERSON_0078,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,low,0.44
INTEL_00422,,2025-02-26 15:32:11,PERSON_0012,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,high,0.77
INTEL_00423,,2024-12-19 17:36:48,PERSON_0062,ORG_0205,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,medium,0.59
INTEL_00424,,2026-04-07 23:54:05,PERSON_1287,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,medium,0.72
INTEL_00425,,2025-05-25 00:57:50,PERSON_0837,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,high,0.78
INTEL_00426,,2026-04-10 02:11:15,PERSON_0998,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,medium,0.57
INTEL_00427,,2024-09-24 22:59:10,PERSON_0764,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,medium,0.65
INTEL_00428,,2025-09-07 14:46:30,PERSON_1176,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,low,0.33
INTEL_00429,,2025-09-04 06:21:47,PERSON_1286,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,medium,0.71
INTEL_00430,,2025-11-26 18:54:48,PERSON_0168,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,low,0.35
INTEL_00431,,2024-12-21 20:03:13,PERSON_0247,ORG_0205,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,medium,0.56
INTEL_00432,,2026-06-19 22:31:00,PERSON_0128,ORG_0059,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,medium,0.63
INTEL_00433,,2025-10-20 06:19:54,PERSON_0413,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,medium,0.71
INTEL_00434,,2025-11-10 07:28:43,PERSON_0351,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,medium,0.75
INTEL_00435,,2025-08-20 13:03:44,PERSON_1289,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,medium,0.52
INTEL_00436,,2026-05-22 02:53:59,PERSON_1480,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,medium,0.71
INTEL_00437,,2024-02-13 10:53:03,PERSON_0584,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,low,0.38
INTEL_00438,,2025-06-07 23:26:22,PERSON_1055,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,low,0.38
INTEL_00439,,2026-01-20 01:56:39,PERSON_1292,ORG_0076,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,low,0.41
INTEL_00440,,2025-09-16 08:19:45,PERSON_0081,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,low,0.31
INTEL_00441,,2024-01-27 14:57:13,PERSON_0747,ORG_0284,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,low,0.44
INTEL_00442,,2026-06-29 19:35:48,PERSON_0845,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,high,0.87
INTEL_00443,,2026-03-13 23:01:38,PERSON_1049,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,high,0.8
INTEL_00444,,2025-11-27 08:32:05,PERSON_0546,ORG_0024,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,low,0.45
INTEL_00445,,2024-10-01 04:31:36,PERSON_0407,ORG_0182,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,low,0.43
INTEL_00446,,2024-04-30 09:35:20,PERSON_0651,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,high,0.77
INTEL_00447,,2025-03-13 00:05:06,PERSON_0792,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,high,0.8
INTEL_00448,,2024-07-03 09:54:26,PERSON_0935,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,low,0.42
INTEL_00449,,2024-08-11 20:33:04,PERSON_1017,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,medium,0.7
INTEL_00450,,2025-01-13 15:24:04,PERSON_0068,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,low,0.36
INTEL_00451,,2025-04-18 08:37:02,PERSON_0520,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,low,0.38
INTEL_00452,,2026-04-28 00:12:41,PERSON_1340,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,low,0.33
INTEL_00453,,2024-11-22 16:01:36,PERSON_0482,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,high,0.88
INTEL_00454,,2025-02-25 06:48:12,PERSON_0836,ORG_0110,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,low,0.32
INTEL_00455,,2024-12-19 21:43:23,PERSON_0101,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,low,0.3
INTEL_00456,,2024-09-16 23:39:52,PERSON_0614,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,low,0.33
INTEL_00457,,2026-05-28 07:30:34,PERSON_0394,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,medium,0.63
INTEL_00458,,2024-03-16 13:30:15,PERSON_0135,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,high,0.93
INTEL_00459,,2024-11-01 13:13:59,PERSON_0015,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,low,0.42
INTEL_00460,,2025-06-27 07:52:41,PERSON_1024,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,low,0.4
INTEL_00461,,2024-09-07 08:24:07,PERSON_0873,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,low,0.46
INTEL_00462,,2024-08-25 14:56:10,PERSON_0097,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,medium,0.6
INTEL_00463,,2025-09-07 05:50:52,PERSON_0074,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,low,0.32
INTEL_00464,,2025-01-19 11:56:46,PERSON_0694,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,medium,0.71
INTEL_00465,,2024-06-27 23:30:06,PERSON_0052,ORG_0031,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,low,0.32
INTEL_00466,,2024-10-01 03:02:53,PERSON_0963,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,low,0.45
INTEL_00467,,2025-05-03 10:07:01,PERSON_1267,ORG_0117,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,low,0.39
INTEL_00468,,2024-08-07 03:53:34,PERSON_0851,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,low,0.3
INTEL_00469,,2024-07-29 18:29:06,PERSON_1453,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,low,0.44
INTEL_00470,,2025-12-11 22:20:09,PERSON_1392,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,high,0.76
INTEL_00471,,2024-05-11 03:55:21,PERSON_1395,ORG_0053,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,medium,0.51
INTEL_00472,,2025-03-17 16:54:38,PERSON_0395,ORG_0291,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,medium,0.59
INTEL_00473,,2025-04-22 08:18:39,PERSON_0680,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,medium,0.66
INTEL_00474,,2025-10-12 00:33:35,PERSON_0120,ORG_0070,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,high,0.83
INTEL_00475,,2024-12-05 01:35:43,PERSON_0233,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,low,0.32
INTEL_00476,,2024-10-08 09:37:47,PERSON_1306,ORG_0217,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,high,0.77
INTEL_00477,,2026-01-03 00:21:19,PERSON_0061,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,high,0.78
INTEL_00478,,2024-01-29 02:46:08,PERSON_0560,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,medium,0.58
INTEL_00479,,2025-08-21 08:03:23,PERSON_0584,ORG_0056,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,medium,0.66
INTEL_00480,,2025-12-27 09:31:33,PERSON_0319,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,low,0.39
INTEL_00481,,2026-01-28 06:09:02,PERSON_1099,ORG_0062,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,low,0.37
INTEL_00482,,2025-03-20 01:34:30,PERSON_1274,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,low,0.48
INTEL_00483,,2024-10-31 07:34:21,PERSON_1252,ORG_0035,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,medium,0.59
INTEL_00484,,2025-01-04 19:30:20,PERSON_0281,ORG_0128,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,low,0.48
INTEL_00485,,2024-08-18 04:19:48,PERSON_0046,ORG_0175,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,low,0.45
INTEL_00486,,2026-03-03 21:07:56,PERSON_1250,ORG_0247,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,low,0.48
INTEL_00487,,2024-01-02 06:55:53,PERSON_0859,ORG_0062,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,medium,0.61
INTEL_00488,,2026-01-30 08:10:36,PERSON_1442,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,medium,0.57
INTEL_00489,,2024-09-12 17:19:04,PERSON_0733,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,medium,0.64
INTEL_00490,,2025-01-26 01:04:12,PERSON_0698,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,low,0.48
INTEL_00491,,2025-05-04 08:45:13,PERSON_0400,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,low,0.37
INTEL_00492,,2024-07-15 13:11:23,PERSON_0225,ORG_0199,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,medium,0.73
INTEL_00493,,2025-04-09 08:46:39,PERSON_1389,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,low,0.41
INTEL_00494,,2026-01-09 18:42:33,PERSON_1375,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,low,0.46
INTEL_00495,,2025-10-31 11:19:32,PERSON_1400,ORG_0229,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,high,0.9
INTEL_00496,,2025-10-19 12:01:38,PERSON_0047,ORG_0216,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,medium,0.51
INTEL_00497,,2024-03-11 09:28:23,PERSON_0187,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,low,0.5
INTEL_00498,,2026-02-11 20:36:48,PERSON_0975,ORG_0290,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,low,0.31
INTEL_00499,,2025-01-29 00:42:58,PERSON_0831,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,high,0.76
INTEL_00500,,2024-03-24 03:51:41,PERSON_0955,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,low,0.41
INTEL_00501,,2025-08-24 09:17:28,PERSON_1321,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,medium,0.61
INTEL_00502,,2024-02-29 09:11:05,PERSON_1200,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,low,0.43
INTEL_00503,,2024-05-04 02:50:14,PERSON_0314,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,high,0.75
INTEL_00504,,2025-11-14 12:32:15,PERSON_1218,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,low,0.33
INTEL_00505,,2024-06-21 20:32:41,PERSON_0474,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,low,0.48
INTEL_00506,,2025-05-04 12:51:04,PERSON_0191,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,medium,0.68
INTEL_00507,,2025-07-26 13:43:33,PERSON_0263,ORG_0201,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,low,0.46
INTEL_00508,,2024-08-22 19:27:24,PERSON_0886,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,medium,0.56
INTEL_00509,,2024-09-18 05:39:08,PERSON_0763,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,low,0.31
INTEL_00510,,2024-01-24 21:38:32,PERSON_0207,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,low,0.33
INTEL_00511,,2025-12-03 19:08:47,PERSON_1267,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,medium,0.59
INTEL_00512,,2026-04-22 10:19:39,PERSON_0267,ORG_0296,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,low,0.32
INTEL_00513,,2024-07-05 00:07:44,PERSON_1227,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,low,0.32
INTEL_00514,,2026-01-18 21:22:41,PERSON_1476,ORG_0118,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,high,0.77
INTEL_00515,,2026-01-31 04:26:01,PERSON_1499,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,low,0.32
INTEL_00516,,2025-10-03 18:42:09,PERSON_0720,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,low,0.37
INTEL_00517,,2024-08-23 23:58:24,PERSON_0450,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,low,0.47
INTEL_00518,,2026-04-15 19:44:14,PERSON_0797,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,low,0.33
INTEL_00519,,2024-05-15 14:20:10,PERSON_1133,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,medium,0.65
INTEL_00520,,2024-09-03 08:52:28,PERSON_0436,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,low,0.46
INTEL_00521,,2024-01-09 17:54:25,PERSON_1137,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,high,0.79
INTEL_00522,,2026-05-26 07:36:37,PERSON_0870,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,low,0.42
INTEL_00523,,2026-05-26 07:24:24,PERSON_0045,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,low,0.45
INTEL_00524,,2025-07-16 19:19:12,PERSON_1332,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,low,0.32
INTEL_00525,,2024-02-08 22:31:54,PERSON_1156,ORG_0001,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,low,0.32
INTEL_00526,,2025-11-05 04:36:33,PERSON_0519,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,medium,0.69
INTEL_00527,,2024-11-26 04:41:14,PERSON_1143,ORG_0082,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,medium,0.63
INTEL_00528,,2024-03-17 13:55:27,PERSON_1426,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,low,0.46
INTEL_00529,,2025-02-16 21:03:15,PERSON_1272,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,medium,0.52
INTEL_00530,,2025-07-12 07:11:02,PERSON_0817,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,low,0.32
INTEL_00531,,2025-10-19 18:06:59,PERSON_0141,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,low,0.31
INTEL_00532,,2024-12-15 22:39:14,PERSON_0033,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,low,0.3
INTEL_00533,,2025-03-13 22:29:34,PERSON_0474,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,high,0.94
INTEL_00534,,2024-11-02 23:01:16,PERSON_0136,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,medium,0.54
INTEL_00535,,2024-04-05 23:40:58,PERSON_1101,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,low,0.38
INTEL_00536,,2024-10-09 09:23:53,PERSON_1360,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,medium,0.6
INTEL_00537,,2026-02-16 17:53:30,PERSON_0947,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,low,0.37
INTEL_00538,,2024-07-18 14:05:42,PERSON_1365,ORG_0284,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,low,0.31
INTEL_00539,,2024-12-21 00:37:26,PERSON_0271,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,high,0.79
INTEL_00540,,2025-05-11 18:01:21,PERSON_1333,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,low,0.47
INTEL_00541,,2024-02-15 00:46:49,PERSON_0133,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,high,0.89
INTEL_00542,,2024-01-13 23:14:52,PERSON_0198,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,medium,0.64
INTEL_00543,,2026-03-31 03:48:59,PERSON_1135,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,low,0.3
INTEL_00544,,2026-06-08 16:38:53,PERSON_0282,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,high,0.86
INTEL_00545,,2025-09-26 05:56:46,PERSON_0517,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,medium,0.52
INTEL_00546,,2024-01-06 05:48:51,PERSON_0532,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,medium,0.53
